All transcripts| 4507 entries on 5 pages. Showing entries 1 - 4507.
ID	Chr	Gene ID	Name	NCBI ID	NCBI Protein ID	Variants
00003505	11	ARL2	ADP-ribosylation factor-like 2, transcript variant 1	NM_001667.3	NP_001658.2	0
00003506	7	ATP5J2-PTCD1	ATP5J2-PTCD1 readthrough	NM_001198879.1	NP_001185808.1	0
00003507	12	ATXN2	ataxin 2	NM_002973.3	NP_002964.3	0
00003508	20	BCL2L1	BCL2-like 1, transcript variant 1	NM_138578.1	NP_612815.1	0
00003509	20	BCL2L1	BCL2-like 1, transcript variant 2	NM_001191.2	NP_001182.1	0
00003510	20	BCL2L1	BCL2-like 1, transcript variant X1	XM_005260486.2	XP_005260543.1	0
00003511	20	BCL2L1	BCL2-like 1, transcript variant X10	XM_011528966.1	XP_011527268.1	0
00003512	20	BCL2L1	BCL2-like 1, transcript variant X2	XM_011528960.1	XP_011527262.1	0
00003513	20	BCL2L1	BCL2-like 1, transcript variant X3	XM_011528961.1	XP_011527263.1	0
00003514	20	BCL2L1	BCL2-like 1, transcript variant X4	XM_005260487.3	XP_005260544.1	0
00003515	20	BCL2L1	BCL2-like 1, transcript variant X5	XM_011528962.1	XP_011527264.1	0
00003516	20	BCL2L1	BCL2-like 1, transcript variant X6	XM_011528963.1	XP_011527265.1	0
00003517	20	BCL2L1	BCL2-like 1, transcript variant X7	XM_011528964.1	XP_011527266.1	0
00003518	20	BCL2L1	BCL2-like 1, transcript variant X8	XR_936599.1	-	0
00003519	20	BCL2L1	BCL2-like 1, transcript variant X9	XM_011528965.1	XP_011527267.1	0
00003520	14	BCL2L2	BCL2-like 2, transcript variant 1	NM_004050.4	NP_004041.1	0
00003521	14	BCL2L2	BCL2-like 2, transcript variant 2	NM_001199839.1	NP_001186768.1	0
00003522	10	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	NM_004052.3	NP_004043.3	0
00003523	8	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	NM_004331.2	NP_004322.1	0
00003524	8	BNIP3L	transcript variant X2	XM_005273617.1	XP_005273674.1	0
00003525	12	C12orf10	chromosome 12 open reading frame 10	NM_021640.3	NP_067653.3	0
00003526	15	C15orf40	transcript variant 1	NM_144597.2	NP_653198.2	0
00003527	15	C15orf40	transcript variant 2	NM_001160113.1	NP_001153585.1	0
00003528	15	C15orf40	transcript variant 3	NM_001160114.1	NP_001153586.1	0
00003529	15	C15orf40	transcript variant 4	NM_001160115.1	NP_001153587.1	0
00003530	15	C15orf40	transcript variant 5	NM_001160116.1	NP_001153588.1	0
00003531	15	C15orf40	transcript variant 6	NR_027649.1	-	0
00003532	15	C15orf40	transcript variant 7	NR_027650.1	-	0
00003533	15	C15orf40	transcript variant X1	XM_011521212.1	XP_011519514.1	0
00003534	15	C15orf40	transcript variant X2	XM_011521213.1	XP_011519515.1	0
00003535	15	C15orf40	transcript variant X3	XM_006720385.1	XP_006720448.1	0
00003536	15	C15orf40	transcript variant X4	XM_011521214.1	XP_011519516.1	0
00003537	15	C15orf61	chromosome 15 open reading frame 61	NM_001143936.1	NP_001137408.1	0
00003538	16	C16orf91	chromosome 16 open reading frame 91	NM_001272051.1	NP_001258980.1	0
00003539	19	C19orf52	chromosome 19 open reading frame 52	NM_138358.2	NP_612367.1	0
00003540	2	C2orf69	chromosome 2 open reading frame 69	NM_153689.5	NP_710156.3	0
00003541	3	C3orf33	chromosome 3 open reading frame 33	NM_173657.1	NP_775928.1	0
00003542	3	C3orf33	transcript variant X1	XM_005247378.1	XP_005247435.1	0
00003543	3	C3orf33	transcript variant X2	XM_011512710.1	XP_011511012.1	0
00003544	3	C3orf33	transcript variant X3	XM_005247379.3	XP_005247436.1	0
00003545	3	C3orf33	transcript variant X4	XM_006713601.2	XP_006713664.1	0
00003546	3	C3orf33	transcript variant X5	XM_011512711.1	XP_011511013.1	0
00003547	5	C5orf63	transcript variant 1	NM_001164479.1	NP_001157951.1	0
00003548	5	C5orf63	transcript variant 2	NM_001164478.1	NP_001157950.1	0
00003549	5	C5orf63	transcript variant X1	XR_948252.1	-	0
00003550	5	C5orf63	transcript variant X10	XR_948261.1	-	0
00003551	5	C5orf63	transcript variant X2	XR_948253.1	-	0
00003552	5	C5orf63	transcript variant X3	XR_948254.1	-	0
00003553	5	C5orf63	transcript variant X4	XR_948255.1	-	0
00003554	5	C5orf63	transcript variant X5	XR_948256.1	-	0
00003555	5	C5orf63	transcript variant X6	XR_948257.1	-	0
00003556	5	C5orf63	transcript variant X7	XR_948258.1	-	0
00003557	5	C5orf63	transcript variant X8	XR_948259.1	-	0
00003558	5	C5orf63	transcript variant X9	XR_948260.1	-	0
00003559	11	CAT	catalase	NM_001752.3	NP_001743.1	0
00003560	21	CBR3	carbonyl reductase 3	NM_001236.3	NP_001227.1	0
00003561	21	CBR3	transcript variant X1	XM_011529772.1	XP_011528074.1	0
00003562	4	CCDC109B	coiled-coil domain containing 109B	NM_017918.4	NP_060388.2	0
00003563	4	CCDC109B	transcript variant X1	XM_006714246.2	XP_006714309.1	0
00003564	5	CCDC127	coiled-coil domain containing 127	NM_145265.2	NP_660308.1	0
00003565	5	CDC25C	transcript variant 1	NM_001790.4	NP_001781.2	0
00003566	5	CDC25C	transcript variant 2	NM_022809.3	NP_073720.1	0
00003567	5	CDC25C	transcript variant 3	NM_001287582.1	NP_001274511.1	0
00003568	5	CDC25C	transcript variant 4	NM_001287583.1	NP_001274512.1	0
00003569	5	CDC25C	transcript variant X1	XM_005272145.2	XP_005272202.1	0
00003570	5	CDC25C	transcript variant X2	XM_011543759.1	XP_011542061.1	0
00003571	5	CDC25C	transcript variant X3	XM_011543760.1	XP_011542062.1	0
00003572	5	CDC25C	transcript variant X4	XM_005272146.3	XP_005272203.1	0
00003573	5	CDC25C	transcript variant X5	XM_011543761.1	XP_011542063.1	0
00003574	5	CDC25C	transcript variant X6	XM_006714739.2	XP_006714802.1	0
00003575	5	CDC25C	transcript variant X7	XM_011543762.1	XP_011542064.1	0
00003576	5	CDC25C	transcript variant X8	XM_011543763.1	XP_011542065.1	0
00003577	5	CDC25C	transcript variant X9	XM_011543764.1	XP_011542066.1	0
00003578	19	CEP89	centrosomal protein 89kDa	NM_032816.4	NP_116205.3	0
00003579	19	CEP89	centrosomal protein 89kDa, transcript variant X1	XM_005259344.2	XP_005259401.1	0
00003580	19	CEP89	centrosomal protein 89kDa, transcript variant X2	XM_011527425.1	XP_011525727.1	0
00003581	19	CEP89	centrosomal protein 89kDa, transcript variant X3	XM_005259346.2	XP_005259403.1	0
00003582	19	CEP89	centrosomal protein 89kDa, transcript variant X4	XR_935866.1	-	0
00003583	2	CHCHD5	transcript variant 1	NM_032309.3	NP_115685.1	0
00003584	2	CHCHD5	transcript variant 2	NM_001304353.1	NP_001291282.1	0
00003585	2	CHCHD5	transcript variant 3	NM_001304354.1	NP_001291283.1	0
00003586	2	CHCHD5	transcript variant X1	XM_005263824.2	XP_005263881.1	0
00003587	3	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	NM_032343.2	NP_115719.1	0
00003588	3	CHCHD6	transcript variant X1	XM_011513233.1	XP_011511535.1	0
00003589	3	CHCHD6	transcript variant X10	XR_924199.1	-	0
00003590	3	CHCHD6	transcript variant X11	XM_011513235.1	XP_011511537.1	0
00003591	3	CHCHD6	transcript variant X12	XR_924200.1	-	0
00003592	3	CHCHD6	transcript variant X2	XR_924192.1	-	0
00003593	3	CHCHD6	transcript variant X3	XR_924193.1	-	0
00003594	3	CHCHD6	transcript variant X4	XR_924194.1	-	0
00003595	3	CHCHD6	transcript variant X5	XM_011513234.1	XP_011511536.1	0
00003596	3	CHCHD6	transcript variant X6	XR_924195.1	-	0
00003597	3	CHCHD6	transcript variant X7	XR_924196.1	-	0
00003598	3	CHCHD6	transcript variant X8	XR_924197.1	-	0
00003599	3	CHCHD6	transcript variant X9	XR_924198.1	-	0
00003600	12	CHPT1	choline phosphotransferase 1	NM_020244.2	NP_064629.2	0
00003601	12	CHPT1	transcript variant X1	XR_245946.1	-	0
00003602	12	CHPT1	transcript variant X2	XM_011538574.1	XP_011536876.1	0
00003603	12	CHPT1	transcript variant X3	XM_011538575.1	XP_011536877.1	0
00003604	17	CISD3	CDGSH iron sulfur domain 3	NM_001136498.1	NP_001129970.1	0
00003605	16	CMC2	C-x(9)-C motif containing 2	NM_020188.3	NP_064573.1	0
00003606	16	CMC2	C-x(9)-C motif containing 2, transcript variant X1	XM_011523244.1	XP_011521546.1	0
00003607	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant 2	NM_001256477.1	NP_001243406.1	0
00003608	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant 3	NM_001256478.1	NP_001243407.1	0
00003609	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant 1	NM_207315.3	NP_997198.2	0
00003610	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant 4	NR_046236.1	-	0
00003611	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant X1	XR_922655.1	-	0
00003612	2	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant X2	XR_922656.1	-	0
00003613	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant 1	NM_018224.3	NP_060694.2	0
00003614	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant 2	NR_047701.1	-	0
00003615	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X1	XM_005249804.1	XP_005249861.1	0
00003616	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X3	XM_005249806.1	XP_005249863.1	0
00003617	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X4	XM_005249807.2	XP_005249864.1	0
00003618	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X8	XM_006715751.1	XP_006715814.1	0
00003619	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X9	XM_006715752.1	XP_006715815.1	0
00003620	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X5	XR_242093.1	-	0
00003621	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X6	XR_242094.1	-	0
00003622	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X7	XR_242095.1	-	0
00003623	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X10	XR_428082.1	-	0
00003624	7	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae), transcript variant X11	XR_428083.1	-	0
00003625	17	COA3	cytochrome c oxidase assembly factor 3	NM_001040431.2	NP_001035521.1	2
00003626	11	COA4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	NM_016565.2	NP_057649.2	0
00003627	1	COA7	cytochrome c oxidase assembly factor 7 (putative)	NM_023077.2	NP_075565.2	0
00003628	17	COASY	CoA synthase, transcript variant 1	NM_025233.6	NP_079509.5	0
00003629	17	COASY	CoA synthase, transcript variant 2	NM_001042529.2	NP_001035994.1	0
00003630	17	COASY	CoA synthase, transcript variant 4	NM_001042532.3	NP_001035997.2	0
00003631	17	COASY	CoA synthase, transcript variant X1	XM_011525300.1	XP_011523602.1	0
00003632	17	COASY	CoA synthase, transcript variant X2	XM_011525301.1	XP_011523603.1	0
00003633	17	COASY	CoA synthase, transcript variant X3	XR_429926.1	-	0
00003634	17	COASY	CoA synthase, transcript variant X4	XM_006722116.2	XP_006722179.1	0
00003635	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant 1	NM_001130042.1	NP_001123514.1	0
00003636	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant 3	NM_001130043.1	NP_001123515.1	0
00003637	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant 4	NM_001134759.1	NP_001128231.1	0
00003638	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant 2	NM_001889.3	NP_001880.2	0
00003639	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant X2	XM_005270491.3	XP_005270548.1	0
00003640	1	CRYZ	crystallin, zeta (quinone reductase), transcript variant X1	XM_011540747.1	XP_011539049.1	0
00003641	2	DBI	transcript variant 1	NM_020548.7	NP_065438.1	0
00003642	2	DBI	transcript variant 10	NM_001282635.1	NP_001269564.1	0
00003643	2	DBI	transcript variant 11	NM_001282636.1	NP_001269565.1	0
00003644	2	DBI	transcript variant 12	NR_104221.1	-	0
00003645	2	DBI	transcript variant 2	NM_001079863.1	NP_001073332.1	0
00003646	2	DBI	transcript variant 3	NM_001079862.2	NP_001073331.1	0
00003647	2	DBI	transcript variant 4	NM_001178017.1	NP_001171488.1	0
00003648	2	DBI	transcript variant 5	NM_001178041.2	NP_001171512.1	0
00003649	2	DBI	transcript variant 6	NM_001178043.2	NP_001171514.1	0
00003650	2	DBI	transcript variant 7	NM_001178042.2	NP_001171513.1	0
00003651	2	DBI	transcript variant 8	NM_001282633.1	NP_001269562.1	0
00003652	2	DBI	transcript variant 9	NM_001282634.1	NP_001269563.1	0
00003653	17	DCXR	transcript variant 1	NM_016286.3	NP_057370.1	0
00003654	17	DCXR	transcript variant 2	NM_001195218.1	NP_001182147.1	0
00003655	1	DHCR24	24-dehydrocholesterol reductase	NM_014762.3	NP_055577.1	0
00003656	17	DHRS7B	dehydrogenase/reductase (SDR family) member 7B	NM_015510.4	NP_056325.2	0
00003657	17	DHRS7B	transcript variant X1	XM_005256595.3	XP_005256652.2	0
00003658	17	DHRS7B	transcript variant X2	XM_011523786.1	XP_011522088.1	0
00003659	17	DHRS7B	transcript variant X3	XM_005256596.2	XP_005256653.1	0
00003660	X	DHRSX	dehydrogenase/reductase (SDR family) X-linked	NM_145177.2	NP_660160.2	0
00003661	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant 2	NM_014966.3	NP_055781.2	0
00003662	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant 1	NM_138615.2	NP_619520.1	0
00003663	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant 4	NR_075079.1	-	0
00003664	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X10	XM_006713033.1	XP_006713096.1	0
00003665	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X1	XM_011533490.1	XP_011531792.1	0
00003666	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X2	XM_011533491.1	XP_011531793.1	0
00003667	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X3	XM_011533492.1	XP_011531794.1	0
00003668	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X4	XM_011533493.1	XP_011531795.1	0
00003669	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X5	XM_011533494.1	XP_011531796.1	0
00003670	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X6	XM_011533495.1	XP_011531797.1	0
00003671	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X7	XM_011533496.1	XP_011531798.1	0
00003672	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X8	XM_011533497.1	XP_011531799.1	0
00003673	3	DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30, transcript variant X9	XM_011533498.1	XP_011531800.1	0
00003674	21	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28, transcript variant 2	NM_001040192.2	NP_001035282.1	0
00003675	21	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28, transcript variant 1	NM_017833.4	NP_060303.2	0
00003676	21	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28, transcript variant X1	XM_006724027.2	XP_006724090.1	0
00003677	9	DNLZ	transcript variant 1	NM_001080849.2	NP_001074318.1	0
00003678	9	DNLZ	transcript variant 2	NR_073565.1	-	0
00003679	2	DTYMK	deoxythymidylate kinase (thymidylate kinase), transcript variant 2	NM_001165031.1	NP_001158503.1	0
00003680	2	DTYMK	deoxythymidylate kinase (thymidylate kinase), transcript variant 1	NM_012145.3	NP_036277.2	0
00003681	2	DTYMK	deoxythymidylate kinase (thymidylate kinase), transcript variant 3	NR_033255.1	-	0
00003682	6	ECHDC1	transcript variant 1	NM_001002030.1	NP_001002030.1	0
00003683	6	ECHDC1	transcript variant 2	NM_018479.3	NP_060949.2	0
00003684	6	ECHDC1	transcript variant 3	NM_001105544.1	NP_001099014.1	0
00003685	6	ECHDC1	transcript variant 4	NM_001105545.1	NP_001099015.1	0
00003686	6	ECHDC1	transcript variant 5	NM_001139510.1	NP_001132982.1	0
00003687	6	ECHDC1	transcript variant X1	XM_005267047.1	XP_005267104.1	0
00003688	6	ECHDC1	transcript variant X2	XM_005267048.1	XP_005267105.1	0
00003689	6	ECHDC1	transcript variant X3	XM_011535942.1	XP_011534244.1	0
00003690	6	ECHDC1	transcript variant X4	XM_005267049.1	XP_005267106.1	0
00003691	6	ECHDC1	transcript variant X5	XM_005267050.1	XP_005267107.1	0
00003692	6	ECHDC1	transcript variant X6	XM_011535943.1	XP_011534245.1	0
00003693	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant 1	NM_001198961.1	NP_001185890.1	0
00003694	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant 3	NM_001198962.1	NP_001185891.1	0
00003695	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant 2	NM_018281.3	NP_060751.2	0
00003696	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X21	XM_005271002.2	XP_005271059.1	0
00003697	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X18	XM_006710740.2	XP_006710803.1	0
00003698	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X1	XM_011541709.1	XP_011540011.1	0
00003699	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X2	XM_011541710.1	XP_011540012.1	0
00003700	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X3	XM_011541711.1	XP_011540013.1	0
00003701	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X4	XM_011541712.1	XP_011540014.1	0
00003702	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X5	XM_011541713.1	XP_011540015.1	0
00003703	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X6	XM_011541714.1	XP_011540016.1	0
00003704	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X7	XM_011541715.1	XP_011540017.1	0
00003705	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X8	XM_011541716.1	XP_011540018.1	0
00003706	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X9	XM_011541717.1	XP_011540019.1	0
00003707	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X10	XM_011541718.1	XP_011540020.1	0
00003708	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X11	XM_011541719.1	XP_011540021.1	0
00003709	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X12	XM_011541720.1	XP_011540022.1	0
00003710	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X13	XM_011541721.1	XP_011540023.1	0
00003711	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X14	XM_011541722.1	XP_011540024.1	0
00003712	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X15	XM_011541723.1	XP_011540025.1	0
00003713	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X16	XM_011541724.1	XP_011540026.1	0
00003714	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X17	XM_011541725.1	XP_011540027.1	0
00003715	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X19	XM_011541726.1	XP_011540028.1	0
00003716	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X20	XM_011541727.1	XP_011540029.1	0
00003717	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X22	XR_946695.1	-	0
00003718	1	ECHDC2	enoyl CoA hydratase domain containing 2, transcript variant X23	XR_946696.1	-	0
00003719	8	EPHX2	cytoplasmic, transcript variant 1	NM_001979.5	NP_001970.2	0
00003720	8	EPHX2	cytoplasmic, transcript variant 2	NM_001256482.1	NP_001243411.1	0
00003721	8	EPHX2	cytoplasmic, transcript variant 3	NM_001256483.1	NP_001243412.1	0
00003722	8	EPHX2	cytoplasmic, transcript variant 4	NM_001256484.1	NP_001243413.1	0
00003723	17	ERAL1	Era-like 12S mitochondrial rRNA chaperone 1	NM_005702.2	NP_005693.1	0
00003724	2	FABP1	liver	NM_001443.2	NP_001434.1	0
00003725	7	FAM185A	family with sequence similarity 185, member A, transcript variant 1	NM_001145268.1	NP_001138740.1	0
00003726	7	FAM185A	family with sequence similarity 185, member A, transcript variant 2	NM_001145269.1	NP_001138741.1	0
00003727	7	FAM185A	family with sequence similarity 185, member A, transcript variant 3	NR_026879.1	-	0
00003728	7	FAM185A	family with sequence similarity 185, member A, transcript variant X6	XM_006715896.2	XP_006715959.1	0
00003729	7	FAM185A	family with sequence similarity 185, member A, transcript variant X1	XM_011515922.1	XP_011514224.1	0
00003730	7	FAM185A	family with sequence similarity 185, member A, transcript variant X2	XM_011515923.1	XP_011514225.1	0
00003731	7	FAM185A	family with sequence similarity 185, member A, transcript variant X3	XM_011515924.1	XP_011514226.1	0
00003732	7	FAM185A	family with sequence similarity 185, member A, transcript variant X4	XM_011515925.1	XP_011514227.1	0
00003733	7	FAM185A	family with sequence similarity 185, member A, transcript variant X5	XM_011515926.1	XP_011514228.1	0
00003734	7	FAM185A	family with sequence similarity 185, member A, transcript variant X7	XM_011515927.1	XP_011514229.1	0
00003735	7	FAM185A	family with sequence similarity 185, member A, transcript variant X8	XR_927404.1	-	0
00003736	20	FAM210B	family with sequence similarity 210, member B	NM_080821.2	NP_543011.2	0
00003737	2	FASTKD1	transcript variant 1	NM_024622.4	NP_078898.3	0
00003738	2	FASTKD1	transcript variant 2	NM_001281476.1	NP_001268405.1	0
00003739	2	FASTKD1	transcript variant 3	NR_104020.1	-	0
00003740	2	FASTKD1	transcript variant X1	XM_006712750.2	XP_006712813.1	0
00003741	2	FASTKD1	transcript variant X2	XM_006712751.2	XP_006712814.1	0
00003742	5	FASTKD3	transcript variant 1	NM_024091.3	NP_076996.2	0
00003743	5	FASTKD3	transcript variant 2	NR_036553.1	-	0
00003744	5	FASTKD3	transcript variant 3	NR_073608.1	-	0
00003745	5	FASTKD3	transcript variant X1	XM_006714498.1	XP_006714561.1	0
00003746	5	FASTKD3	transcript variant X2	XR_427664.1	-	0
00003747	20	FASTKD5	FAST kinase domains 5	NM_021826.4	NP_068598.1	0
00003748	1	FLAD1	transcript variant 1	NM_025207.4	NP_079483.3	9
00003749	1	FLAD1	transcript variant 2	NM_201398.2	NP_958800.1	9
00003750	1	FLAD1	transcript variant 3	NM_001184891.1	NP_001171820.1	9
00003751	1	FLAD1	transcript variant 4	NM_001184892.1	NP_001171821.1	9
00003752	1	FLAD1	transcript variant X1	XM_005245502.2	XP_005245559.1	0
00003753	1	FLAD1	transcript variant X2	XM_005245503.2	XP_005245560.1	0
00003754	1	FLAD1	transcript variant X3	XR_241098.3	-	0
00003755	1	FLAD1	transcript variant X4	XM_006711559.2	XP_006711622.1	0
00003756	X	FUNDC1	FUN14 domain containing 1	NM_173794.3	NP_776155.1	0
00003757	3	FHIT	transcript variant 1	NM_002012.2	NP_002003.1	0
00003758	3	FHIT	transcript variant 2	NM_001166243.1	NP_001159715.1	0
00003759	3	FHIT	transcript variant X1	XM_011533481.1	XP_011531783.1	0
00003760	3	FHIT	transcript variant X2	XM_011533482.1	XP_011531784.1	0
00003761	3	FHIT	transcript variant X3	XM_011533483.1	XP_011531785.1	0
00003762	3	FHIT	transcript variant X4	XM_011533484.1	XP_011531786.1	0
00003763	3	FHIT	transcript variant X5	XM_011533485.1	XP_011531787.1	0
00003764	3	FHIT	transcript variant X6	XM_011533486.1	XP_011531788.1	0
00003765	12	GAPDH	transcript variant 1	NM_002046.5	NP_002037.2	0
00003766	12	GAPDH	transcript variant 2	NM_001256799.2	NP_001243728.1	0
00003767	12	GAPDH	transcript variant 3	NM_001289745.1	NP_001276674.1	0
00003768	12	GAPDH	transcript variant 4	NM_001289746.1	NP_001276675.1	0
00003769	17	FKBP10	65 kDa	NM_021939.3	NP_068758.3	0
00003770	17	FKBP10	65 kDa, transcript variant X1	XM_011525099.1	XP_011523401.1	0
00003771	17	FKBP10	65 kDa, transcript variant X2	XM_011525100.1	XP_011523402.1	0
00003772	5	GOLPH3	golgi phosphoprotein 3 (coat-protein)	NM_022130.3	NP_071413.1	0
00003773	19	GPI	transcript variant 1	NM_001184722.1	NP_001171651.1	0
00003774	19	GPI	transcript variant 2	NM_000175.3	NP_000166.2	0
00003775	19	GPI	transcript variant 3	NM_001289789.1	NP_001276718.1	0
00003776	19	GPI	transcript variant 4	NM_001289790.1	NP_001276719.1	0
00003777	19	GPI	transcript variant X1	XM_011526754.1	XP_011525056.1	0
00003778	19	GPI	transcript variant X2	XM_005258764.1	XP_005258821.1	0
00003779	19	GPI	transcript variant X3	XM_006723148.1	XP_006723211.1	0
00003780	19	GPI	transcript variant X4	XM_011526755.1	XP_011525057.1	0
00003781	9	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	NM_012203.1	NP_036335.1	0
00003782	9	GRHPR	transcript variant X1	XR_929374.1	-	0
00003783	9	GRHPR	transcript variant X2	XM_005251631.1	XP_005251688.1	0
00003784	9	GRHPR	transcript variant X3	XM_011518073.1	XP_011516375.1	0
00003785	10	GSTO1	transcript variant 1	NM_004832.2	NP_004823.1	0
00003786	10	GSTO1	transcript variant 2	NM_001191002.1	NP_001177931.1	0
00003787	10	GSTO1	transcript variant 3	NM_001191003.1	NP_001177932.1	0
00003788	14	GSTZ1	transcript variant 1	NM_145870.2	NP_665877.1	0
00003789	14	GSTZ1	transcript variant 2	NM_145871.2	NP_665878.2	0
00003790	14	GSTZ1	transcript variant 3	NM_001513.3	NP_001504.2	0
00003791	14	GSTZ1	transcript variant X1	XM_011536670.1	XP_011534972.1	0
00003792	14	GSTZ1	transcript variant X2	XM_011536671.1	XP_011534973.1	0
00003793	14	GSTZ1	transcript variant X3	XM_005267559.2	XP_005267616.1	0
00003794	7	GTPBP10	GTP-binding protein 10 (putative), transcript variant 1	NM_001042717.2	NP_001036182.1	0
00003795	7	GTPBP10	GTP-binding protein 10 (putative), transcript variant 2	NM_033107.3	NP_149098.2	0
00003796	X	GTPBP6	GTP binding protein 6 (putative)	NM_012227.3	NP_036359.3	0
00003797	X	GTPBP6	transcript variant X1	XM_011546183.1	XP_011544485.1	0
00003798	X	GTPBP6	transcript variant X2	XM_006724447.2	XP_006724510.1	0
00003799	X	GTPBP6	transcript variant X3	XM_011546184.1	XP_011544486.1	0
00003800	1	GUK1	transcript variant 1	NM_001159390.1	NP_001152862.1	0
00003801	1	GUK1	transcript variant 2	NM_000858.5	NP_000849.1	0
00003802	1	GUK1	transcript variant 3	NM_001159391.1	NP_001152863.1	0
00003803	1	GUK1	transcript variant 4	NM_001242839.1	NP_001229768.1	0
00003804	1	GUK1	transcript variant 5	NM_001242840.1	NP_001229769.1	0
00003805	1	GUK1	transcript variant X1	XM_005273103.3	XP_005273160.1	0
00003806	1	GUK1	transcript variant X2	XM_005273104.3	XP_005273161.1	0
