Symbol	Gene	Chr	Band	Transcripts	Variants	Unique variants	Last updated	Associated with diseases
MTCSB2	mitochondrially encoded conserved sequence block II	M	M	0	0	0	0000-00-00	-
MTCSB3	mitochondrially encoded conserved sequence block III	M	M	0	0	0	0000-00-00	-
MTERF	mitochondrial transcription termination factor	7	q21-q22	1	0	0	N/A	-
MTERF4	mitochondrial transcription termination factor 4	2	q37.3	12	0	0	N/A	-
MTERFD1	MTERF domain containing 1	8	q22.1	1	0	0	N/A	-
MTERFD3	MTERF domain containing 3	12	q24.1	2	0	0	N/A	-
MTFMT	mitochondrial methionyl-tRNA formyltransferase	15	q22.31	1	23	15	N/A	"618248, COXPD15"
MTFR1	mitochondrial fission regulator 1	8	q13.1	3	0	0	N/A	-
MTFR1L	mitochondrial fission regulator 1 like	1	p36.11	4	0	0	N/A	-
MTG1	mitochondrial ribosome-associated GTPase 1	10	q26.3	1	0	0	N/A	-
MTG2	mitochondrial ribosome-associated GTPase 2	20	q13.33	2	0	0	N/A	-
MTHFD1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"	14	q24	2	0	0	N/A	-
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	6	q25.1	4	0	0	N/A	-
MTHFD2	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"	2	p13.1	2	0	0	N/A	-
MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	4	q13.3	4	0	0	N/A	-
MTHFS	"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"	15	q24.3	3	0	0	N/A	-
MTHPR	mitochondrially encoded replication primer	M	M	0	0	0	0000-00-00	-
MTHSP1	mitochondrially encoded major H-strand promoter	M	M	0	0	0	0000-00-00	-
MTHSP2	mitochondrially encoded minor H-strand promoter	M	M	0	0	0	0000-00-00	-
MTIF2	mitochondrial translational initiation factor 2	2	p16.1	2	0	0	N/A	-
MTIF3	mitochondrial translational initiation factor 3	13	q12.2	4	0	0	N/A	-
MTLSP	mitochondrially encoded L-strand promoter	M	M	0	0	0	0000-00-00	-
MTO1	mitochondrial tRNA translation optimization 1	6	q14.1	3	52	48	N/A	COXPD10
MTOHR	mitochondrially encoded heavy strand origin of replication	M	M	0	0	0	0000-00-00	-
MTOLR	mitochondrially encoded light strand origin of replication	M	M	0	0	0	0000-00-00	-
MTPAP	mitochondrial poly(A) polymerase	10	p12.1	1	6	5	N/A	SPAX4
MTRF1	mitochondrial translational release factor 1	13	q14.1-q14.3	3	0	0	N/A	-
MTRF1L	mitochondrial translational release factor 1-like	6	q25-q26	2	0	0	N/A	-
MTRNR3	mitochondrially encoded 5S-like sequence	M	M	0	0	0	0000-00-00	-
MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	5	p15.31	7	0	0	N/A	-
MTTAS	mitochondrially encoded termination associate sequence	M	M	0	0	0	0000-00-00	-
MTTER	mitochondrially encoded transcription terminator	M	M	0	0	0	0000-00-00	-
MTTFH	mitochondrially encoded transcription factor binding site H	M	M	0	0	0	0000-00-00	-
MTTFL	mitochondrially encoded transcription factor binding site L	M	M	0	0	0	0000-00-00	-
MTTFX	mitochondrially encoded transcription factor binding site X	M	M	0	0	0	0000-00-00	-
MTTFY	mitochondrially encoded transcription factor binding site Y	M	M	0	0	0	0000-00-00	-
MTX1	metaxin 1	1	q21	2	0	0	N/A	-
MTX2	metaxin 2	2	q31.1	2	0	0	N/A	-
MUT	methylmalonyl CoA mutase	6	p21	1	0	0	N/A	-
MUTYH	mutY homolog	1	p34.1	6	1	1	N/A	-
MYBPC3	"myosin binding protein C, cardiac"	11	p11.2	1	5	5	18-04-2014	-
MYH14	"myosin, heavy chain 14, non-muscle"	19	q13.33	1	0	0	10-12-2013	-
MYH6	"myosin, heavy chain 6, cardiac muscle, alpha"	14	q11.2-q13	1	3	3	18-04-2014	-
MYH7	"myosin, heavy chain 7, cardiac muscle, beta"	14	q11.2-q13	4	36	36	N/A	-
MYH9	"myosin, heavy chain 9, non-muscle"	22	q13.1	1	0	0	10-12-2013	-
MYO15A	myosin XVA	17	p11.2	1	0	0	10-12-2013	-
MYO1A	myosin IA	12	q13-q15	1	0	0	10-12-2013	-
MYO3A	myosin IIIA	10	p11.1	1	0	0	10-12-2013	-
MYO6	myosin VI	6	q14.1	1	0	0	10-12-2013	-
MYO7A	myosin VIIA	11	q13.5	1	230	230	26-11-2013	500004
MYPN	myopalladin	10	q22.1	1	10	10	18-04-2014	-
NADK2	"NAD kinase 2, mitochondrial"	5	p13.2	7	0	0	N/A	-
NAGS	N-acetylglutamate synthase	17	q21.31	1	0	0	N/A	-
NARS	asparaginyl-tRNA synthetase	18	q21.31	2	0	0	N/A	-
NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	11	q14.1	2	14	14	N/A	616239
NBR1	neighbor of BRCA1 gene 1	17	q21.31	6	0	0	N/A	-
NCAPH2	"non-SMC condensin II complex, subunit H2"	22	q13.33	3	35	21	17-04-2014	-
NCEH1	neutral cholesterol ester hydrolase 1	3	q26.31	4	0	0	N/A	-
NCF1	neutrophil cytosolic factor 1	7	q11.23	1	9	9	17-06-2019	233700
NCF2	neutrophil cytosolic factor 2	1	q25.3	1	49	49	16-06-2019	233710
NCF4	neutrophil cytosolic factor 4	22	q12.3	1	26	26	16-06-2019	613960
NCOA4	nuclear receptor coactivator 4	10	q11.2	5	0	0	N/A	-
NDUFA1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"	X	q24	1	6	3	N/A	"252010, 301020"
NDUFA10	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"	2	q37.3	1	71	69	N/A	618243
NDUFA11	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	19	p13.3	3	17	17	N/A	"252010, 618236"
NDUFA12	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"	12	q22	2	2	1	N/A	618244
NDUFA13	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	19	p13.11	3	1	1	N/A	618249
NDUFA2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	5	q31.2	3	11	11	N/A	618235
NDUFA3	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa"	19	q13.42	1	0	0	N/A	-
NDUFA4	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa"	7	p21.3	1	0	0	N/A	-
NDUFA4L2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2"	12	q13.3	1	0	0	N/A	-
NDUFA5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	7	q31.33	1	0	0	N/A	-
NDUFA6	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"	22	q13.2	1	6	6	N/A	618253
NDUFA7	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa"	19	p13.2	2	0	0	N/A	-
NDUFA8	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa"	9	q33.2	2	0	0	N/A	-
NDUFA9	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa"	12	p13.3	1	4	3	N/A	618247
NDUFAB1	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa"	16	p12.3	1	0	0	N/A	-
NDUFAF1	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 1"	15	q11.2-q21.3	2	29	26	N/A	"252010, 618234"
NDUFAF2	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2"	5	q12.1	1	21	20	N/A	"252010, MC1DN10 618233"
NDUFAF3	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3"	3	p21.31	4	26	23	N/A	"252010, 618240"
NDUFAF4	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4"	6	q16.3	1	43	42	N/A	"252010, 618237"
NDUFAF5	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5"	20	p12.1	1	7	5	N/A	"252010, 618238"
NDUFAF6	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"	8	q22.1	7	11	10	N/A	618239
NDUFAF7	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 7"	2	p22.2	0	0	0	N/A	-
NDUFB1	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa"	14	q31.3	1	0	0	N/A	-
NDUFB10	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa"	16	p13.3	1	2	2	31-07-2018	-
NDUFB11	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa"	X	p11.3	2	2	2	N/A	"252010, 301021"
NDUFB2	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa"	7	q34	1	0	0	N/A	-
NDUFB3	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa"	2	q33.1	2	3	2	N/A	"252010, 618246"
NDUFB4	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa"	3	q13.33	2	0	0	N/A	-
NDUFB5	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"	3	q27.1	3	0	0	N/A	-
NDUFB6	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa"	9	p13.2	3	0	0	N/A	-
NDUFB7	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa"	19	p13.12	1	0	0	N/A	-
NDUFB8	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"	10	q24.31	3	4	4	N/A	618252
NDUFB9	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa"	8	q24.13	4	1	1	N/A	"252010, 618245"
NDUFC1	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1, 6kDa"	4	q31.1	7	0	0	N/A	-
NDUFC2	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa"	11	q14.1	3	0	0	N/A	-
NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"	2	q33-q34	5	64	56	N/A	"252010, 618226"
NDUFS2	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)"	1	q23.3	4	48	45	N/A	"252010, 618228"
NDUFS3	"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"	11	p11.11	1	18	16	N/A	"252010, 618230"
NDUFS4	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"	5	q11.1	2	26	22	N/A	252010
NDUFS5	"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)"	1	p34.2-p33	2	0	0	N/A	-
NDUFS6	"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)"	5	p15.33	1	12	11	N/A	"252010, 618232"
NDUFS7	"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)"	19	p13	3	17	15	N/A	618224
NDUFS8	"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)"	11	q13.2	1	36	29	N/A	"252010, 618222"
NDUFV1	"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa"	11	q13	2	44	41	N/A	"252010, 618225"
NDUFV2	"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa"	18	p11.22	1	18	17	N/A	"252010, 556500, 618229"
NDUFV3	"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa"	21	q22.3	2	0	0	N/A	-
NEFL	"neurofilament, light polypeptide"	8	p21.2	1	0	0	N/A	-
NEU4	sialidase 4	2	q37.3	6	0	0	N/A	-
NEUROD1	neuronal differentiation 1	2	q32	1	2	1	26-11-2013	NIDDM
NEXN	nexilin (F actin binding protein)	1	p31.1	1	2	2	18-04-2014	-
NF2	neurofibromin 2 (merlin)	22	q12.2	1	358	344	10-12-2013	NF2
NFS1	NFS1 cysteine desulfurase	20	q11.22	3	0	0	N/A	-
NFU1	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)	2	p15-p13	5	28	27	N/A	MMDS1
NFXL1	"nuclear transcription factor, X-box binding-like 1"	4	p12	4	0	0	N/A	-
NGLY1	N-glycanase 1	3	p23	7	10	10	N/A	-
NGRN	"neugrin, neurite outgrowth associated"	15	q26.1	2	0	0	N/A	-
NICN1	nicolin 1	3	p21.31	1	13	13	25-06-2018	-
NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	2	q33	4	0	0	N/A	-
NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	15	q11.2	2	0	0	N/A	-
NIPSNAP1	nipsnap homolog 1 (C. elegans)	22	q12	2	0	0	N/A	-
NIPSNAP3A	nipsnap homolog 3A (C. elegans)	9	q31.3	1	0	0	N/A	-
NIPSNAP3B	nipsnap homolog 3B (C. elegans)	9	q31.3	2	0	0	N/A	-
NIT1	nitrilase 1	1	q21-q22	4	0	0	N/A	-
NIT2	nitrilase family member 2	3	q12.3	1	0	0	N/A	-
NKX2-1	NK2 homeobox 1	14	q13.3	6	0	0	N/A	-
NLN	neurolysin (metallopeptidase M3 family)	5	q12.3	1	0	0	N/A	-
NLRX1	NLR family member X1	11	q23.3	8	0	0	N/A	-
NME1	NME/NM23 nucleoside diphosphate kinase 1	17	q21.33	2	0	0	N/A	-
NME1-NME2	NME1-NME2 readthrough	17	q21.33	2	0	0	N/A	-
NME2	NME/NM23 nucleoside diphosphate kinase 2	17	q21.33	5	0	0	N/A	-
NME3	NME/NM23 nucleoside diphosphate kinase 3	16	q13.3	2	0	0	N/A	-
NME4	NME/NM23 nucleoside diphosphate kinase 4	16	p13.3	5	0	0	N/A	-
NME6	NME/NM23 nucleoside diphosphate kinase 6	3	p21.31	8	0	0	N/A	-
NMNAT1	nicotinamide nucleotide adenylyltransferase 1	1	p36.22	2	9	9	10-12-2013	-
NMNAT3	nicotinamide nucleotide adenylyltransferase 3	3	q23	9	0	0	N/A	-
NNT	nicotinamide nucleotide transhydrogenase	5	p12	2	0	0	N/A	-
NPC1	"Niemann-Pick disease, type C1"	18	q11.2	5	0	0	N/A	-
NPC2	"Niemann-Pick disease, type C2"	14	q24.3	2	0	0	N/A	-
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	1	p13.2	1	8	7	18-08-2014	-
NRD1	nardilysin (N-arginine dibasic convertase)	1	p32.2-p32.1	3	0	0	N/A	-
NSUN3	NOP2/Sun RNA methyltransferase family member 3	3	q11.2	3	0	0	N/A	-
NSUN4	NOP2/Sun RNA methyltransferase family member 4	1	p34	6	0	0	N/A	-
NT5C	"5', 3'-nucleotidase, cytosolic"	17	q25	3	0	0	N/A	-
NT5DC2	5'-nucleotidase domain containing 2	3	p21.1	6	0	0	N/A	-
NT5DC3	5'-nucleotidase domain containing 3	12	q22-q23.1	10	0	0	N/A	-
NT5M	"5',3'-nucleotidase, mitochondrial"	17	p11.2	1	0	0	N/A	-
NTHL1	nth endonuclease III-like 1 (E. coli)	16	p13.3	2	0	0	N/A	-
NUBPL	nucleotide binding protein-like	14	q12	2	80	77	N/A	"252010, 618242"
NUCB2	nucleobindin 2	11	p15.1	16	0	0	N/A	-
NUDT13	nudix (nucleoside diphosphate linked moiety X)-type motif 13	10	q22.3	6	0	0	N/A	-
NUDT19	nudix (nucleoside diphosphate linked moiety X)-type motif 19	19	q13.11	2	0	0	N/A	-
NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2	9	p13	4	0	0	N/A	-
NUDT5	nudix hydrolase 5	10	p14	3	0	0	N/A	-
NUDT6	nudix hydrolase 6	4	q26	2	0	0	N/A	-
NUDT8	nudix (nucleoside diphosphate linked moiety X)-type motif 8	11	q13.2	2	0	0	N/A	-
NUDT9	nudix hydrolase 9	4	q22.1	6	0	0	N/A	-
NUP62	nucleoporin 62kDa	19	q13.33	1	2	1	26-11-2013	SNDI
OAT	ornithine aminotransferase	10	q26	4	0	0	N/A	-
OBSCN	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	1	q42	45	0	0	N/A	-
OCIAD1	OCIA domain containing 1	4	p11	10	0	0	N/A	-
OCIAD2	OCIA domain containing 2	4	p12	5	0	0	N/A	-
OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	7	p13-p11.2	8	0	0	N/A	-
OGDHL	oxoglutarate dehydrogenase-like	10	q11.23	3	0	0	N/A	-
OGG1	8-oxoguanine DNA glycosylase	3	p26	9	0	0	N/A	-
OMA1	OMA1 zinc metallopeptidase	1	p32.2-p32.1	7	0	0	N/A	-
OPA1	optic atrophy 1 (autosomal dominant)	3	q28-q29	8	77	64	N/A	"616896, DOA+, OPA1"
OPA1-AS1	OPA1 antisense RNA 1	3	q29	1	5	4	26-11-2013	-
OPA3	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	19	q13.2-q13.3	2	186	184	N/A	MGCA3
OSBPL1A	oxysterol binding protein like 1A	18	q11.2	9	0	0	N/A	-
OSBPL7	oxysterol binding protein like 7	17	q21.32	1	1	1	17-06-2019	-
OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	2	q32	6	0	0	N/A	-
OTC	ornithine carbamoyltransferase	X	p21.1	1	0	0	N/A	-
OTOF	otoferlin	2	p23.1	1	0	0	10-12-2013	-
OXA1L	oxidase (cytochrome c) assembly 1-like	14	q11.2	1	2	2	N/A	-
OXCT1	3-oxoacid CoA transferase 1	5	p13	1	0	0	N/A	-
OXNAD1	oxidoreductase NAD-binding domain containing 1	3	p25-p24	5	0	0	N/A	-
OXR1	oxidation resistance 1	8	q23	6	0	0	N/A	-
OXSM	"3-oxoacyl-ACP synthase, mitochondrial"	3	p24.2	3	0	0	N/A	-
P4HB	prolyl 4-hydroxylase subunit beta	17	q25	1	0	0	N/A	-
PABPC5	poly(A) binding protein cytoplasmic 5	X	q21.3	1	0	0	N/A	-
PACRG	PARK2 co-regulated	6	q26	3	0	0	N/A	-
PACSIN2	protein kinase C and casein kinase substrate in neurons 2	22	q13.2-q13.33	12	0	0	N/A	-
PAFAH1B1	"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"	17	p13.3	1	0	0	N/A	-
PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase	4	q12	4	0	0	N/A	-
PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	20	p12	2	0	0	N/A	-
PANK2	pantothenate kinase 2	20	p13	1	8	8	N/A	-
PARK7	parkinson protein 7	1	p36.23	2	0	0	N/A	-
PARL	"presenilin associated, rhomboid-like"	3	q27.3	8	0	0	N/A	-
PARS2	"prolyl-tRNA synthetase 2, mitochondrial (putative)"	1	p32.2	1	0	0	N/A	-
PAX3	paired box 3	2	q36.1	1	0	0	10-12-2013	-
PAX4	paired box 4	7	q32.1	1	2	1	26-11-2013	NIDDM
PAX8	paired box 8	2	q14.1	1	1	1	17-06-2019	-
PC	pyruvate carboxylase	11	q13.4-q13.5	6	126	95	N/A	266150
PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	5	q31.1	1	0	0	N/A	-
PCCA	"propionyl CoA carboxylase, alpha polypeptide"	13	q32	3	0	0	N/A	-
PCCB	"propionyl CoA carboxylase, beta polypeptide"	3	q21-q22	6	0	0	N/A	-
PCDH15	protocadherin-related 15	10	q21.1	1	100	100	26-11-2013	500004
PCDH19	protocadherin 19	X	q22.1	1	5	5	18-04-2014	-
PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	14	q12	6	2	2	N/A	261650
PDF	peptide deformylase (mitochondrial)	16	q22.1	1	0	0	N/A	-
PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	X	p22.1	4	58	46	N/A	"308930, PDHAD"
PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	4	q22-q23	1	0	0	N/A	-
PDHB	pyruvate dehydrogenase (lipoamide) beta	3	p21.1-p14.2	3	6	4	N/A	PDHBD
PDHX	"pyruvate dehydrogenase complex, component X"	11	p13	3	4	4	N/A	-
PDK1	"pyruvate dehydrogenase kinase, isozyme 1"	2	q31.1	3	0	0	N/A	-
PDK2	"pyruvate dehydrogenase kinase, isozyme 2"	17	q21.33	4	0	0	N/A	-
PDK3	"pyruvate dehydrogenase kinase, isozyme 3"	X	p22.12	2	0	0	N/A	-
PDK4	"pyruvate dehydrogenase kinase, isozyme 4"	7	q21.3-q22.1	1	0	0	N/A	-
PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	8	q22.1	5	46	45	N/A	PDHPD
PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	16	q22.1	6	0	0	N/A	-
PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	16	q22.1	8	0	0	N/A	-
PDSS1	"prenyl (decaprenyl) diphosphate synthase, subunit 1"	10	p12.2	3	28	27	N/A	COQ10D2
PDSS2	"prenyl (decaprenyl) diphosphate synthase, subunit 2"	6	q21	1	42	40	N/A	COQ10D3
PDX1	pancreatic and duodenal homeobox 1	13	q12.1	1	5	5	N/A	NIDDM
PET100	PET100 homolog	19	p13.2	2	2	2	N/A	220110
PET117	PET117 homolog	20	p11.23	1	0	0	N/A	-
PEX1	peroxisomal biogenesis factor 1	7	q21.2	1	1	1	10-12-2013	-
PEX11B	peroxisomal biogenesis factor 11 beta	1	q21	2	0	0	N/A	-
PEX13	peroxisomal biogenesis factor 13	2	p16.1	1	0	0	N/A	-
PEX5	peroxisomal biogenesis factor 5	12	p	1	0	0	10-12-2013	-
PGAM5	"PGAM family member 5, mitochondrial serine/threonine protein phosphatase"	12	q24.33	3	0	0	N/A	-
PGS1	phosphatidylglycerophosphate synthase 1	17	q25.3	12	0	0	N/A	-
PHB	prohibitin	17	q21	4	0	0	N/A	-
PHB2	prohibitin 2	12	p13	3	0	0	N/A	-
PHYH	phytanoyl-CoA 2-hydroxylase	10	p13	3	0	0	N/A	-
PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	10	q21.1	5	0	0	N/A	-
PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	5	q35.3	8	0	0	N/A	-
PI4KA	phosphatidylinositol 4-kinase alpha	22	q11.21	7	0	0	N/A	-
PICK1	protein interacting with PRKCA 1	22	q13.1	7	0	0	N/A	-
PIF1	PIF1 5'-to-3' DNA helicase	15	q22.1	7	0	0	N/A	-
PIGY	"phosphatidylinositol glycan anchor biosynthesis, class Y"	4	q22.1	1	0	0	N/A	-
PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"	3	q26.3	1	2	2	18-08-2014	-
PINK1	PTEN induced putative kinase 1	1	p36.12	1	0	0	N/A	-
PISD	phosphatidylserine decarboxylase	22	q12.2	9	0	0	N/A	-
PITRM1	pitrilysin metallopeptidase 1	10	p15.2	3	0	0	N/A	-
PKLR	"pyruvate kinase, liver and RBC"	1	q22	6	0	0	N/A	-
PKMYT1	"protein kinase, membrane associated tyrosine/threonine 1"	16	p13.3	1	2	2	18-08-2014	-
PLA2G6	"phospholipase A2, group VI (cytosolic, calcium-independent)"	22	q13.1	1	4	4	18-04-2014	-
PLN	phospholamban	6	q22.1	1	3	3	18-04-2014	-
PLP1	proteolipid protein 1	X	q22	3	0	0	N/A	-
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	18	q21.32	1	0	0	N/A	-
PMM2	phosphomannomutase 2	16	p13	1	0	0	N/A	-
PMPCA	peptidase (mitochondrial processing) alpha	9	q34.3	3	2	2	26-06-2018	-
PMPCB	peptidase (mitochondrial processing) beta	7	q22.1	4	5	5	N/A	617954
PMPS	Pearson marrow pancreas syndrome	M	M	0	0	0	0000-00-00	-
PNKD	paroxysmal nonkinesigenic dyskinesia	2	q35	3	0	0	N/A	-
PNKP	polynucleotide kinase 3'-phosphatase	19	q13.3-q13.4	1	2	2	18-04-2014	-
PNPLA2	patatin-like phospholipase domain containing 2	11	p15.5	1	0	0	N/A	-
PNPLA3	patatin-like phospholipase domain containing 3	22	q13.31	3	0	0	N/A	-
PNPLA8	patatin like phospholipase domain containing 8	7	q31	12	2	2	N/A	251950
PNPO	pyridoxamine 5'-phosphate oxidase	17	q21.32	3	0	0	N/A	-
PNPT1	polyribonucleotide nucleotidyltransferase 1	2	p15	2	15	14	N/A	614932
POLDIP2	"polymerase (DNA-directed), delta interacting protein 2"	17	q11.2	1	0	0	N/A	-
POLG	"polymerase (DNA directed), gamma"	15	q24	2	772	651	N/A	"258450, MTDPS1, MTDPS4A, MTDPS4B, PEOA1, SANDO"
POLG2	"polymerase (DNA directed), gamma 2, accessory subunit"	17	q23.3	1	27	20	N/A	610131
POLR3A	"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa"	10	q22-q23	1	18	18	18-04-2014	-
POLR3B	polymerase (RNA) III (DNA directed) polypeptide B	12	q24	1	8	8	18-04-2014	-
POLR3H	RNA polymerase III subunit H	22	q13.2	1	9	9	25-06-2018	-
POLRMT	polymerase (RNA) mitochondrial (DNA directed)	19	p13.3	3	0	0	N/A	-
POR	cytochrome p450 oxidoreductase	7	q11.23	1	13	13	17-06-2019	613571
POU3F4	POU class 3 homeobox 4	X	q21.1	1	0	0	10-12-2013	-
POU4F3	POU class 4 homeobox 3	5	q32	1	0	0	10-12-2013	-
PPA2	pyrophosphatase (inorganic) 2	4	q25	4	0	0	N/A	-
PPARG	peroxisome proliferator activated receptor gamma	3	p25.2	1	17	17	25-06-2018	"601665, NIDDM"
PPIF	peptidylprolyl isomerase F	10	q22-q23	1	0	0	N/A	-
PPM1B	"protein phosphatase, Mg2+/Mn2+ dependent, 1B"	2	p22.1	6	0	0	N/A	-
PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent, 1K"	4	q22.1	1	0	0	N/A	-
PPOX	protoporphyrinogen oxidase	1	q22	9	0	0	N/A	-
PPP1R3A	"protein phosphatase 1, regulatory subunit 3A"	7	q31.1	1	1	1	18-04-2014	NIDDM
PPT1	palmitoyl-protein thioesterase 1	1	p32	2	0	0	N/A	-
PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	12	q24.11	1	0	0	N/A	-
PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	5	q12.3	7	0	0	N/A	-
PRDM16	PR domain containing 16	1	p36.23-p33	1	3	3	18-04-2014	-
PRDX1	peroxiredoxin 1	1	p34.1	4	0	0	N/A	-
PRDX2	peroxiredoxin 2	19	p13.2	3	0	0	N/A	-
PRDX3	peroxiredoxin 3	10	q25-q26	3	0	0	N/A	-
PRDX4	peroxiredoxin 4	X	p22.11	2	0	0	N/A	-
PRDX5	peroxiredoxin 5	11	q13	4	0	0	N/A	-
PRDX6	peroxiredoxin 6	1	q24.1	1	0	0	N/A	-
PREPL	prolyl endopeptidase-like	2	p22.1	7	3	3	N/A	-
PRICKLE2	prickle planar cell polarity protein 2	3	p14.1	1	1	1	17-06-2019	-
PRKCG	"protein kinase C, gamma"	19	q13.4	2	0	0	N/A	-
PRODH	proline dehydrogenase (oxidase) 1	22	q11.2	4	0	0	N/A	-
PRODH2	proline dehydrogenase (oxidase) 2	19	q13.1	1	0	0	N/A	-
PROS1	protein S (alpha)	3	q11.1	1	28	28	18-04-2014	-
